,KEY,FREQ,REF_AREA,REF_SECTOR,ACCOUNT_ENTRY,STO,INSTR_ASSET,DWA_GRP,UNIT_MEASURE,VALUATION,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,TIME_FORMAT,COMMENT_TS,COMPILING_ORG,DATA_COMP,DECIMALS,DISS_ORG,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MULT
28,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2016-Q1,27495718.88,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
29,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2016-Q2,27788989.73,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
30,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2016-Q3,28130350.22,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
31,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2016-Q4,28192615.07,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
32,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2017-Q1,28418625.57,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
33,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2017-Q2,28788241.32,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
34,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2017-Q3,29230571.06,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
35,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2017-Q4,29397264.73,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
36,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2018-Q1,29707247.5,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
37,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2018-Q2,30146938.0,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
38,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2018-Q3,30678253.13,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
39,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2018-Q4,30866278.78,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
40,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2019-Q1,31106304.94,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
41,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2019-Q2,31603141.03,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
42,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2019-Q3,32133066.12,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
43,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2019-Q4,32411567.27,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
44,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2020-Q1,32704427.8,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
45,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2020-Q2,33109898.86,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
46,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2020-Q3,33489011.02,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
47,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2020-Q4,33830198.75,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
48,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2021-Q1,34166649.46,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
49,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2021-Q2,34890810.8,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
50,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2021-Q3,35799041.42,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
51,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2021-Q4,36305470.08,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
52,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2022-Q1,37295778.04,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
53,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2022-Q2,38393511.69,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
54,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2022-Q3,39198088.78,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
55,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2022-Q4,39123992.02,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
56,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2023-Q1,39099282.81,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
57,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2023-Q2,39313052.36,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
58,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2023-Q3,39641457.89,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
59,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2023-Q4,39480747.41,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
60,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2024-Q1,39500542.81,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
61,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2024-Q2,40010565.83,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
62,DWA.Q.I9.S14.A.LE.NUN._Z.EUR.S.N,Q,I9,S14,A,LE,NUN,_Z,EUR,S,N,2024-Q3,40579493.93,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Housing wealth of households,,6
