,KEY,FREQ,REF_AREA,REF_SECTOR,ACCOUNT_ENTRY,STO,INSTR_ASSET,DWA_GRP,UNIT_MEASURE,VALUATION,TRANSFORMATION,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,PRE_BREAK_VALUE,COMMENT_OBS,TIME_FORMAT,COMMENT_TS,COMPILING_ORG,DATA_COMP,DECIMALS,DISS_ORG,TIME_PER_COLLECT,TITLE,TITLE_COMPL,UNIT_MULT
11,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2011-Q4,2568321.65,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
12,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2012-Q1,2677186.04,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
13,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2012-Q2,2652077.55,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
14,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2012-Q3,2688184.12,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
15,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2012-Q4,2776665.77,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
16,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2013-Q1,2846517.18,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
17,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2013-Q2,2829973.94,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
18,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2013-Q3,2935801.92,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
19,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2013-Q4,3056443.64,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
20,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2014-Q1,3208322.31,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
21,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2014-Q2,3246761.3,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
22,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2014-Q3,3236432.65,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
23,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2014-Q4,3174651.99,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
24,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2015-Q1,3417066.79,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
25,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2015-Q2,3410765.46,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
26,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2015-Q3,3360351.74,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
27,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2015-Q4,3529457.79,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
28,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2016-Q1,3691974.54,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
29,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2016-Q2,3693656.48,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
30,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2016-Q3,3778332.64,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
31,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2016-Q4,3860108.07,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
32,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2017-Q1,3996741.57,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
33,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2017-Q2,4048331.24,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
34,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2017-Q3,4082267.19,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
35,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2017-Q4,4115105.27,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
36,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2018-Q1,4177870.38,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
37,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2018-Q2,4228586.79,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
38,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2018-Q3,4255792.16,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
39,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2018-Q4,4114994.71,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
40,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2019-Q1,4288727.94,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
41,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2019-Q2,4320917.66,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
42,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2019-Q3,4403718.25,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
43,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2019-Q4,4474863.91,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
44,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2020-Q1,4386984.47,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
45,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2020-Q2,4547402.45,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
46,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2020-Q3,4559475.15,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
47,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2020-Q4,4775864.02,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
48,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2021-Q1,5047182.37,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
49,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2021-Q2,5171630.65,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
50,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2021-Q3,5182152.75,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
51,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2021-Q4,5422544.39,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
52,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2022-Q1,5268252.87,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
53,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2022-Q2,5181826.16,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
54,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2022-Q3,5200601.07,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
55,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2022-Q4,5485827.19,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
56,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2023-Q1,5791970.93,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
57,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2023-Q2,5845889.04,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
58,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2023-Q3,5730694.44,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
59,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2023-Q4,5903579.9,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
60,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2024-Q1,5999315.14,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
61,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2024-Q2,5884605.18,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
62,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2024-Q3,6028014.87,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
63,DWA.Q.I9.S14.A.LE.F51M._Z.EUR.S.N,Q,I9,S14,A,LE,F51M,_Z,EUR,S,N,2024-Q4,5983558.33,E,F,,,P3M,Euro area 20 (fixed composition) as of 1 January 2023 - Households - Closing balance sheet/Positions/Stocks - Assets (Net Acquisition of) - Euro,,,4,,E,Financial business wealth of households,,6
